path,boundary,retention_class,is_product_runtime,artifact_profiles,removable,removal_condition
infra/db/migrations/env.py,product_operations_tooling,operations_required,false,engineering;operations,conditional,"Deployment, migration, recurring-job, and rollback support windows have ended."
infra/db/migrations/versions/0001_baseline.py,product_operations_tooling,operations_required,false,engineering;operations,conditional,"Deployment, migration, recurring-job, and rollback support windows have ended."
infra/db/migrations/versions/0002_data_domain_canonical_entities.py,product_operations_tooling,operations_required,false,engineering;operations,conditional,"Deployment, migration, recurring-job, and rollback support windows have ended."
infra/db/migrations/versions/0003_official_real_estate_outcomes.py,product_operations_tooling,operations_required,false,engineering;operations,conditional,"Deployment, migration, recurring-job, and rollback support windows have ended."
infra/k8s/data-platform/render.py,product_operations_tooling,operations_required,false,engineering;operations,conditional,"Deployment, migration, recurring-job, and rollback support windows have ended."
infra/k8s/data-platform/runtime/deployment_runtime.py,product_operations_tooling,operations_required,false,engineering;operations,conditional,"Deployment, migration, recurring-job, and rollback support windows have ended."
infra/mlflow/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
infra/mlflow/entrypoint.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
infra/mlflow/healthcheck.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
infra/mlflow/runtime.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
infra/terraform/tests/test_contract.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
infra/terraform/validate_contract.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
models/model_ready/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/model_ready/contracts.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/model_ready/storage.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/priceops/binding.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/priceops/elasticity.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/artifact_store.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/backtest.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/drift.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/feature_registry.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/hyperparameter_search.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/model_card.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/model_ready_receipt.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/oss_capabilities.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/oss_estimators.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/output_contracts.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/production_contracts.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/production_runtime.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/registry.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/scoring_binding.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/shared_ml/validation.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/sitescore/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/sitescore/opening_outcome.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
models/sitescore/prediction_source.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
modules/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
modules/adlift/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
modules/adlift/application/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
modules/adlift/application/incrementality.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
modules/adlift/domain/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
modules/adlift/domain/incrementality.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
